"","sh","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"142",1e+06,303.219127516779,"seagrass",692.29,NA,0,0.26,NA,0.27,10.16,NA,0,11089.95,NA,278.86,0.1,NA,2.97
"143",22.7,303.281543624161,"seagrass",704.56,NA,0,0.83,NA,0.27,5.78,NA,0,6936.25,NA,277.15,0.01,NA,0.67
"144",1e+06,303.281543624161,"seagrass",690.68,NA,0,0.26,NA,0.27,10.14,NA,0,11011.92,NA,277.15,0.1,NA,2.97
"145",22.7,303.343959731544,"seagrass",704.43,NA,0,0.83,NA,0.27,5.78,NA,0,6901.01,NA,275.45,0.01,NA,0.67
"146",1e+06,303.343959731544,"seagrass",688.78,NA,0,0.26,NA,0.27,10.11,NA,0,10929.96,NA,275.45,0.11,NA,2.97
"147",22.7,303.406375838926,"seagrass",704.3,NA,0,0.83,NA,0.27,5.77,NA,0,6865.89,NA,273.76,0.01,NA,0.67
"148",1e+06,303.406375838926,"seagrass",686.52,NA,0,0.26,NA,0.27,10.08,NA,0,10842.85,NA,273.76,0.12,NA,2.97
"149",22.7,303.468791946309,"seagrass",704.16,NA,0,0.83,NA,0.27,5.77,NA,0,6830.9,NA,272.08,0.01,NA,0.67
"150",1e+06,303.468791946309,"seagrass",683.76,NA,0,0.26,NA,0.27,10.04,NA,0,10748.86,NA,272.08,0.13,NA,2.97
"151",22.7,303.531208053691,"seagrass",704,NA,0,0.82,NA,0.27,5.77,NA,0,6796.02,NA,270.4,0.01,NA,0.67
"152",1e+06,303.531208053691,"seagrass",680.35,NA,0,0.26,NA,0.27,9.99,NA,0,10645.43,NA,270.4,0.15,NA,2.97
"153",22.7,303.593624161074,"seagrass",703.84,NA,0,0.82,NA,0.27,5.77,NA,0,6761.25,NA,268.74,0.01,NA,0.67
"154",1e+06,303.593624161074,"seagrass",676,NA,0,0.26,NA,0.27,9.93,NA,0,10528.63,NA,268.74,0.16,NA,2.97
"155",22.7,303.656040268456,"seagrass",703.67,NA,0,0.82,NA,0.27,5.77,NA,0,6726.59,NA,267.09,0.01,NA,0.67
"156",1e+06,303.656040268456,"seagrass",670.29,NA,0,0.26,NA,0.27,9.85,NA,0,10392.05,NA,267.09,0.19,NA,2.97
"157",22.7,303.718456375839,"seagrass",703.49,NA,0,0.82,NA,0.26,5.77,NA,0,6692.02,NA,265.45,0.01,NA,0.67
"158",1e+06,303.718456375839,"seagrass",662.46,NA,0,0.26,NA,0.26,9.73,NA,0,10224.55,NA,265.45,0.22,NA,2.97
"159",22.7,303.780872483221,"seagrass",703.29,NA,0,0.82,NA,0.26,5.77,NA,0,6657.54,NA,263.81,0.01,NA,0.67
"160",1e+06,303.780872483221,"seagrass",651.04,NA,0,0.26,NA,0.26,9.57,NA,0,10004.81,NA,263.81,0.27,NA,2.97
"161",22.7,303.843288590604,"seagrass",703.09,NA,0,0.82,NA,0.26,5.76,NA,0,6623.15,NA,262.19,0.01,NA,0.67
"162",1e+06,303.843288590604,"seagrass",632.88,NA,0,0.26,NA,0.26,9.31,NA,0,9686.37,NA,262.19,0.34,NA,2.97
"163",22.7,303.905704697987,"seagrass",702.86,NA,0,0.82,NA,0.26,5.76,NA,0,6588.82,NA,260.57,0.02,NA,0.67
"164",1e+06,303.905704697987,"seagrass",599.5,NA,0,0.26,NA,0.26,8.82,NA,0,9144.94,NA,260.57,0.48,NA,2.97
"165",22.7,303.968120805369,"bistable",702.63,0.2,0,0.82,0.26,0.26,5.76,0,0,6554.55,263.48,258.97,0.02,0.67,0.67
"166",1e+06,303.968120805369,"seagrass",517.86,NA,0,0.26,NA,0.26,7.64,NA,0,7896.05,NA,258.97,0.82,NA,2.97
"167",22.7,304.030536912752,"bistable",702.37,0.8,0,0.81,0.27,0.26,5.76,0.01,0,6520.32,275.53,257.37,0.02,0.67,0.67
"168",1e+06,304.030536912752,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,257.37,NA,NA,2.97
"169",22.7,304.092953020134,"bistable",702.09,1.45,0,0.81,0.27,0.26,5.76,0.02,0,6486.13,288.17,255.79,0.02,0.67,0.67
"170",1e+06,304.092953020134,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,255.79,NA,NA,2.97
"171",22.7,304.155369127517,"bistable",701.8,2.15,0,0.81,0.28,0.26,5.75,0.03,0,6451.95,301.47,254.21,0.02,0.68,0.67
"172",1e+06,304.155369127517,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,254.21,NA,NA,2.97
"173",22.7,304.217785234899,"bistable",701.47,2.91,0,0.81,0.29,0.26,5.75,0.04,0,6417.77,315.48,252.64,0.02,0.68,0.67
"174",1e+06,304.217785234899,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,252.64,NA,NA,2.97
"175",22.7,304.280201342282,"bistable",701.12,3.73,0,0.81,0.29,0.26,5.75,0.05,0,6383.56,330.27,251.08,0.02,0.68,0.67
"176",1e+06,304.280201342282,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,251.08,NA,NA,2.97
"177",22.7,304.342617449664,"bistable",700.74,4.62,0,0.81,0.3,0.26,5.75,0.06,0,6349.3,345.92,249.53,0.02,0.69,0.67
"178",1e+06,304.342617449664,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,249.53,NA,NA,2.97
"179",22.7,304.405033557047,"bistable",700.33,5.59,0,0.81,0.3,0.26,5.74,0.08,0,6314.95,362.53,247.99,0.02,0.69,0.67
"180",1e+06,304.405033557047,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,247.99,NA,NA,2.97
"181",22.7,304.46744966443,"bistable",699.87,6.66,0,0.8,0.31,0.26,5.74,0.09,0,6280.49,380.2,246.46,0.02,0.7,0.67
"182",1e+06,304.46744966443,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,246.46,NA,NA,2.97
"183",22.7,304.529865771812,"bistable",699.37,7.82,0,0.8,0.32,0.26,5.73,0.1,0,6245.86,399.08,244.94,0.02,0.7,0.67
"184",1e+06,304.529865771812,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,244.94,NA,NA,2.97
"185",22.7,304.592281879195,"bistable",698.81,9.11,0,0.8,0.33,0.26,5.73,0.12,0,6211.02,419.3,243.42,0.02,0.71,0.67
"186",1e+06,304.592281879195,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,243.42,NA,NA,2.97
"187",22.7,304.654697986577,"bistable",698.19,10.55,0,0.8,0.34,0.26,5.72,0.14,0,6175.91,441.05,241.92,0.02,0.71,0.67
"188",1e+06,304.654697986577,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,241.92,NA,NA,2.97
"189",22.7,304.71711409396,"bistable",697.5,12.14,0,0.8,0.35,0.26,5.72,0.15,0,6140.45,464.55,240.42,0.02,0.72,0.67
"190",1e+06,304.71711409396,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,240.42,NA,NA,2.97
"191",22.7,304.779530201342,"bistable",696.72,13.93,0,0.8,0.36,0.26,5.71,0.17,0,6104.53,490.08,238.93,0.02,0.73,0.67
"192",1e+06,304.779530201342,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,238.93,NA,NA,2.97
"193",22.7,304.841946308725,"bistable",695.84,15.95,0,0.8,0.37,0.26,5.71,0.2,0,6068.05,517.95,237.45,0.03,0.73,0.67
"194",1e+06,304.841946308725,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,237.45,NA,NA,2.97
"195",22.7,304.904362416107,"bistable",694.83,18.26,0,0.8,0.38,0.26,5.7,0.22,0,6030.85,548.58,235.98,0.03,0.74,0.67
"196",1e+06,304.904362416107,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,235.98,NA,NA,2.97
"197",22.7,304.96677852349,"bistable",693.67,20.9,0,0.79,0.39,0.26,5.69,0.25,0,5992.73,582.5,234.52,0.03,0.75,0.67
"198",1e+06,304.96677852349,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,234.52,NA,NA,2.97
"199",22.7,305.029194630872,"bistable",692.32,23.96,0,0.79,0.41,0.26,5.68,0.28,0,5953.42,620.38,233.07,0.03,0.76,0.67
"200",1e+06,305.029194630872,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,233.07,NA,NA,2.97
"201",22.7,305.091610738255,"bistable",690.72,27.55,0,0.79,0.42,0.26,5.66,0.31,0,5912.56,663.1,231.62,0.03,0.77,0.67
"202",1e+06,305.091610738255,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,231.62,NA,NA,2.97
"203",22.7,305.154026845638,"bistable",688.81,31.83,0,0.79,0.44,0.26,5.65,0.35,0,5869.64,711.88,230.18,0.04,0.78,0.67
"204",1e+06,305.154026845638,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,230.18,NA,NA,2.97
"205",22.7,305.21644295302,"bistable",686.48,36.99,0,0.79,0.46,0.26,5.63,0.4,0,5823.95,768.39,228.75,0.04,0.79,0.67
"206",1e+06,305.21644295302,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,228.75,NA,NA,2.97
"207",22.7,305.278859060403,"bistable",683.57,43.36,0,0.79,0.48,0.26,5.61,0.46,0,5774.4,835.02,227.33,0.05,0.8,0.67
"208",1e+06,305.278859060403,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,227.33,NA,NA,2.97
"209",22.7,305.341275167785,"bistable",679.86,51.42,0,0.79,0.5,0.25,5.58,0.53,0,5719.31,915.39,225.92,0.05,0.81,0.67
"210",1e+06,305.341275167785,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,225.92,NA,NA,2.97
"211",22.7,305.403691275168,"bistable",674.93,61.93,0,0.78,0.53,0.25,5.54,0.62,0,5655.89,1015.22,224.52,0.06,0.82,0.67
"212",1e+06,305.403691275168,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,224.52,NA,NA,2.97
"213",22.7,305.46610738255,"bistable",668.08,76.23,0,0.78,0.56,0.25,5.49,0.74,0,5579.15,1144.24,223.12,0.07,0.83,0.67
"214",1e+06,305.46610738255,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,223.12,NA,NA,2.97
"215",22.7,305.528523489933,"bistable",657.89,96.85,0,0.78,0.59,0.25,5.4,0.91,0,5479.16,1320.7,221.74,0.09,0.83,0.67
"216",1e+06,305.528523489933,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,221.74,NA,NA,2.97
"217",22.7,305.590939597315,"bistable",641.05,129.38,0,0.78,0.63,0.25,5.27,1.18,0,5332.63,1584.14,220.36,0.11,0.82,0.67
"218",1e+06,305.590939597315,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,220.36,NA,NA,2.97
"219",22.7,305.653355704698,"bistable",607.15,189.45,0,0.77,0.68,0.25,5,1.67,0,5066.45,2044.93,218.99,0.17,0.76,0.67
"220",1e+06,305.653355704698,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,218.99,NA,NA,2.97
"221",22.7,305.715771812081,"bistable",453.52,395.61,0,0.76,0.75,0.25,3.79,3.32,0,3953.76,3540.63,217.62,0.41,0.49,0.67
"222",1e+06,305.715771812081,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,217.62,NA,NA,2.97
"223",22.7,305.778187919463,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,216.27,NA,NA,0.67
"224",1e+06,305.778187919463,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,216.27,NA,NA,2.97
"225",22.7,305.840604026846,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,214.92,NA,NA,0.67
"226",1e+06,305.840604026846,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,214.92,NA,NA,2.97
"227",22.7,305.903020134228,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,213.58,NA,NA,0.67
"228",1e+06,305.903020134228,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,213.58,NA,NA,2.97
"229",22.7,305.965436241611,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,212.25,NA,NA,0.67
"230",1e+06,305.965436241611,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,212.25,NA,NA,2.97
"231",22.7,306.027852348993,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,210.93,NA,NA,0.67
"232",1e+06,306.027852348993,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,210.93,NA,NA,2.97
"233",22.7,306.090268456376,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,209.61,NA,NA,0.67
"234",1e+06,306.090268456376,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,209.61,NA,NA,2.97
"235",22.7,306.152684563758,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,208.31,NA,NA,0.67
"236",1e+06,306.152684563758,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,208.31,NA,NA,2.97
"237",22.7,306.215100671141,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,207,NA,NA,0.67
"238",1e+06,306.215100671141,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,207,NA,NA,2.97
"239",22.7,306.277516778523,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,205.71,NA,NA,0.67
"240",1e+06,306.277516778523,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,205.71,NA,NA,2.97
"241",22.7,306.339932885906,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,204.43,NA,NA,0.67
"242",1e+06,306.339932885906,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,204.43,NA,NA,2.97
"243",22.7,306.402348993289,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,203.15,NA,NA,0.67
"244",1e+06,306.402348993289,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,203.15,NA,NA,2.97
"245",22.7,306.464765100671,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,201.88,NA,NA,0.67
"246",1e+06,306.464765100671,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,201.88,NA,NA,2.97
"247",22.7,306.527181208054,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,200.62,NA,NA,0.67
"248",1e+06,306.527181208054,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,200.62,NA,NA,2.97
"249",22.7,306.589597315436,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,199.36,NA,NA,0.67
"250",1e+06,306.589597315436,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,199.36,NA,NA,2.97
"251",22.7,306.652013422819,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,198.11,NA,NA,0.67
"252",1e+06,306.652013422819,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,198.11,NA,NA,2.97
"253",22.7,306.714429530201,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,196.87,NA,NA,0.67
"254",1e+06,306.714429530201,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,196.87,NA,NA,2.97
"255",22.7,306.776845637584,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,195.64,NA,NA,0.67
"256",1e+06,306.776845637584,"bare",NA,NA,0,NA,NA,0.25,NA,NA,0,NA,NA,195.64,NA,NA,2.97
"257",22.7,306.839261744966,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,194.41,NA,NA,0.67
"258",1e+06,306.839261744966,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,194.41,NA,NA,2.97
"259",22.7,306.901677852349,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,193.2,NA,NA,0.67
"260",1e+06,306.901677852349,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,193.2,NA,NA,2.97
"261",22.7,306.964093959732,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,191.98,NA,NA,0.67
"262",1e+06,306.964093959732,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,191.98,NA,NA,2.97
"263",22.7,307.026510067114,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,190.78,NA,NA,0.67
"264",1e+06,307.026510067114,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,190.78,NA,NA,2.97
"265",22.7,307.088926174497,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,189.58,NA,NA,0.67
"266",1e+06,307.088926174497,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,189.58,NA,NA,2.97
"267",22.7,307.151342281879,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,188.39,NA,NA,0.67
"268",1e+06,307.151342281879,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,188.39,NA,NA,2.97
"269",22.7,307.213758389262,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,187.21,NA,NA,0.67
"270",1e+06,307.213758389262,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,187.21,NA,NA,2.97
"271",22.7,307.276174496644,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,186.03,NA,NA,0.67
"272",1e+06,307.276174496644,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,186.03,NA,NA,2.97
"273",22.7,307.338590604027,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,184.87,NA,NA,0.67
"274",1e+06,307.338590604027,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,184.87,NA,NA,2.97
"275",22.7,307.401006711409,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,183.7,NA,NA,0.67
"276",1e+06,307.401006711409,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,183.7,NA,NA,2.97
"277",22.7,307.463422818792,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,182.55,NA,NA,0.67
"278",1e+06,307.463422818792,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,182.55,NA,NA,2.97
"279",22.7,307.525838926174,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,181.4,NA,NA,0.67
"280",1e+06,307.525838926174,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,181.4,NA,NA,2.97
"281",22.7,307.588255033557,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,180.26,NA,NA,0.67
"282",1e+06,307.588255033557,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,180.26,NA,NA,2.97
"283",22.7,307.65067114094,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,179.12,NA,NA,0.67
"284",1e+06,307.65067114094,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,179.12,NA,NA,2.97
"285",22.7,307.713087248322,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,177.99,NA,NA,0.67
"286",1e+06,307.713087248322,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,177.99,NA,NA,2.97
"287",22.7,307.775503355705,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,176.87,NA,NA,0.67
"288",1e+06,307.775503355705,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,176.87,NA,NA,2.97
"289",22.7,307.837919463087,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,175.76,NA,NA,0.67
"290",1e+06,307.837919463087,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,175.76,NA,NA,2.97
"291",22.7,307.90033557047,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,174.65,NA,NA,0.67
"292",1e+06,307.90033557047,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,174.65,NA,NA,2.97
"293",22.7,307.962751677852,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,173.55,NA,NA,0.67
"294",1e+06,307.962751677852,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,173.55,NA,NA,2.97
"295",22.7,308.025167785235,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,172.45,NA,NA,0.67
"296",1e+06,308.025167785235,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,172.45,NA,NA,2.97
"297",22.7,308.087583892617,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,171.36,NA,NA,0.67
"298",1e+06,308.087583892617,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,171.36,NA,NA,2.97
"299",22.7,308.15,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,170.28,NA,NA,0.67
"300",1e+06,308.15,"bare",NA,NA,0,NA,NA,0.24,NA,NA,0,NA,NA,170.28,NA,NA,2.97
