"","sh","ma","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"142",1e+06,0.000939597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.39,NA,NA,61.68
"143",22.7,0.000953020134228188,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.38,NA,NA,16.02
"144",1e+06,0.000953020134228188,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.38,NA,NA,61.68
"145",22.7,0.000966442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.37,NA,NA,16.02
"146",1e+06,0.000966442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.37,NA,NA,61.68
"147",22.7,0.000979865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.36,NA,NA,16.02
"148",1e+06,0.000979865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.36,NA,NA,61.68
"149",22.7,0.000993288590604027,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.34,NA,NA,16.02
"150",1e+06,0.000993288590604027,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.34,NA,NA,61.68
"151",22.7,0.00100671140939597,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.33,NA,NA,16.02
"152",1e+06,0.00100671140939597,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.33,NA,NA,61.68
"153",22.7,0.00102013422818792,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.32,NA,NA,16.02
"154",1e+06,0.00102013422818792,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.32,NA,NA,61.68
"155",22.7,0.00103355704697987,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.31,NA,NA,16.02
"156",1e+06,0.00103355704697987,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.31,NA,NA,61.68
"157",22.7,0.00104697986577181,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.3,NA,NA,16.02
"158",1e+06,0.00104697986577181,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.3,NA,NA,61.68
"159",22.7,0.00106040268456376,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.29,NA,NA,16.02
"160",1e+06,0.00106040268456376,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.29,NA,NA,61.68
"161",22.7,0.0010738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.28,NA,NA,16.02
"162",1e+06,0.0010738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.28,NA,NA,61.68
"163",22.7,0.00108724832214765,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.27,NA,NA,16.02
"164",1e+06,0.00108724832214765,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.27,NA,NA,61.68
"165",22.7,0.0011006711409396,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.26,NA,NA,16.02
"166",1e+06,0.0011006711409396,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.26,NA,NA,61.68
"167",22.7,0.00111409395973154,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.25,NA,NA,16.02
"168",1e+06,0.00111409395973154,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.25,NA,NA,61.68
"169",22.7,0.00112751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.24,NA,NA,16.02
"170",1e+06,0.00112751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.24,NA,NA,61.68
"171",22.7,0.00114093959731544,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.23,NA,NA,16.02
"172",1e+06,0.00114093959731544,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.23,NA,NA,61.68
"173",22.7,0.00115436241610738,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.21,NA,NA,16.02
"174",1e+06,0.00115436241610738,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.21,NA,NA,61.68
"175",22.7,0.00116778523489933,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.2,NA,NA,16.02
"176",1e+06,0.00116778523489933,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.2,NA,NA,61.68
"177",22.7,0.00118120805369128,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.19,NA,NA,16.02
"178",1e+06,0.00118120805369128,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.19,NA,NA,61.68
"179",22.7,0.00119463087248322,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.18,NA,NA,16.02
"180",1e+06,0.00119463087248322,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.18,NA,NA,61.68
"181",22.7,0.00120805369127517,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.17,NA,NA,16.02
"182",1e+06,0.00120805369127517,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.17,NA,NA,61.68
"183",22.7,0.00122147651006711,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.16,NA,NA,16.02
"184",1e+06,0.00122147651006711,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.16,NA,NA,61.68
"185",22.7,0.00123489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.15,NA,NA,16.02
"186",1e+06,0.00123489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.15,NA,NA,61.68
"187",22.7,0.00124832214765101,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.14,NA,NA,16.02
"188",1e+06,0.00124832214765101,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.14,NA,NA,61.68
"189",22.7,0.00126174496644295,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.13,NA,NA,16.02
"190",1e+06,0.00126174496644295,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.13,NA,NA,61.68
"191",22.7,0.0012751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.12,NA,NA,16.02
"192",1e+06,0.0012751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.12,NA,NA,61.68
"193",22.7,0.00128859060402685,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.11,NA,NA,16.02
"194",1e+06,0.00128859060402685,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.11,NA,NA,61.68
"195",22.7,0.00130201342281879,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.1,NA,NA,16.02
"196",1e+06,0.00130201342281879,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.1,NA,NA,61.68
"197",22.7,0.00131543624161074,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.08,NA,NA,16.02
"198",1e+06,0.00131543624161074,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.08,NA,NA,61.68
"199",22.7,0.00132885906040268,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.07,NA,NA,16.02
"200",1e+06,0.00132885906040268,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.07,NA,NA,61.68
"201",22.7,0.00134228187919463,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.06,NA,NA,16.02
"202",1e+06,0.00134228187919463,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.06,NA,NA,61.68
"203",22.7,0.00135570469798658,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.05,NA,NA,16.02
"204",1e+06,0.00135570469798658,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.05,NA,NA,61.68
"205",22.7,0.00136912751677852,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.04,NA,NA,16.02
"206",1e+06,0.00136912751677852,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.04,NA,NA,61.68
"207",22.7,0.00138255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.03,NA,NA,16.02
"208",1e+06,0.00138255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.03,NA,NA,61.68
"209",22.7,0.00139597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.02,NA,NA,16.02
"210",1e+06,0.00139597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.02,NA,NA,61.68
"211",22.7,0.00140939597315436,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.01,NA,NA,16.02
"212",1e+06,0.00140939597315436,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161.01,NA,NA,61.68
"213",22.7,0.00142281879194631,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161,NA,NA,16.02
"214",1e+06,0.00142281879194631,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,161,NA,NA,61.68
"215",22.7,0.00143624161073826,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.99,NA,NA,16.02
"216",1e+06,0.00143624161073826,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.99,NA,NA,61.68
"217",22.7,0.0014496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.98,NA,NA,16.02
"218",1e+06,0.0014496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.98,NA,NA,61.68
"219",22.7,0.00146308724832215,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.97,NA,NA,16.02
"220",1e+06,0.00146308724832215,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.97,NA,NA,61.68
"221",22.7,0.00147651006711409,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.96,NA,NA,16.02
"222",1e+06,0.00147651006711409,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.96,NA,NA,61.68
"223",22.7,0.00148993288590604,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.94,NA,NA,16.02
"224",1e+06,0.00148993288590604,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.94,NA,NA,61.68
"225",22.7,0.00150335570469799,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.93,NA,NA,16.02
"226",1e+06,0.00150335570469799,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.93,NA,NA,61.68
"227",22.7,0.00151677852348993,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.92,NA,NA,16.02
"228",1e+06,0.00151677852348993,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.92,NA,NA,61.68
"229",22.7,0.00153020134228188,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.91,NA,NA,16.02
"230",1e+06,0.00153020134228188,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.91,NA,NA,61.68
"231",22.7,0.00154362416107383,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.9,NA,NA,16.02
"232",1e+06,0.00154362416107383,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.9,NA,NA,61.68
"233",22.7,0.00155704697986577,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.89,NA,NA,16.02
"234",1e+06,0.00155704697986577,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.89,NA,NA,61.68
"235",22.7,0.00157046979865772,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.88,NA,NA,16.02
"236",1e+06,0.00157046979865772,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.88,NA,NA,61.68
"237",22.7,0.00158389261744966,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.87,NA,NA,16.02
"238",1e+06,0.00158389261744966,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.87,NA,NA,61.68
"239",22.7,0.00159731543624161,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.86,NA,NA,16.02
"240",1e+06,0.00159731543624161,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.86,NA,NA,61.68
"241",22.7,0.00161073825503356,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.85,NA,NA,16.02
"242",1e+06,0.00161073825503356,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.85,NA,NA,61.68
"243",22.7,0.0016241610738255,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.84,NA,NA,16.02
"244",1e+06,0.0016241610738255,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.84,NA,NA,61.68
"245",22.7,0.00163758389261745,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.83,NA,NA,16.02
"246",1e+06,0.00163758389261745,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.83,NA,NA,61.68
"247",22.7,0.0016510067114094,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.82,NA,NA,16.02
"248",1e+06,0.0016510067114094,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.82,NA,NA,61.68
"249",22.7,0.00166442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.8,NA,NA,16.02
"250",1e+06,0.00166442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.8,NA,NA,61.68
"251",22.7,0.00167785234899329,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.79,NA,NA,16.02
"252",1e+06,0.00167785234899329,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.79,NA,NA,61.68
"253",22.7,0.00169127516778524,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.78,NA,NA,16.02
"254",1e+06,0.00169127516778524,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.78,NA,NA,61.68
"255",22.7,0.00170469798657718,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.77,NA,NA,16.02
"256",1e+06,0.00170469798657718,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.77,NA,NA,61.68
"257",22.7,0.00171812080536913,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.76,NA,NA,16.02
"258",1e+06,0.00171812080536913,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.76,NA,NA,61.68
"259",22.7,0.00173154362416107,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.75,NA,NA,16.02
"260",1e+06,0.00173154362416107,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.75,NA,NA,61.68
"261",22.7,0.00174496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.74,NA,NA,16.02
"262",1e+06,0.00174496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.74,NA,NA,61.68
"263",22.7,0.00175838926174497,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.73,NA,NA,16.02
"264",1e+06,0.00175838926174497,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.73,NA,NA,61.68
"265",22.7,0.00177181208053691,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.72,NA,NA,16.02
"266",1e+06,0.00177181208053691,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.72,NA,NA,61.68
"267",22.7,0.00178523489932886,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.71,NA,NA,16.02
"268",1e+06,0.00178523489932886,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.71,NA,NA,61.68
"269",22.7,0.00179865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.7,NA,NA,16.02
"270",1e+06,0.00179865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.7,NA,NA,61.68
"271",22.7,0.00181208053691275,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.69,NA,NA,16.02
"272",1e+06,0.00181208053691275,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.69,NA,NA,61.68
"273",22.7,0.0018255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.68,NA,NA,16.02
"274",1e+06,0.0018255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.68,NA,NA,61.68
"275",22.7,0.00183892617449664,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.66,NA,NA,16.02
"276",1e+06,0.00183892617449664,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.66,NA,NA,61.68
"277",22.7,0.00185234899328859,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.65,NA,NA,16.02
"278",1e+06,0.00185234899328859,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.65,NA,NA,61.68
"279",22.7,0.00186577181208054,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.64,NA,NA,16.02
"280",1e+06,0.00186577181208054,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.64,NA,NA,61.68
"281",22.7,0.00187919463087248,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.63,NA,NA,16.02
"282",1e+06,0.00187919463087248,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.63,NA,NA,61.68
"283",22.7,0.00189261744966443,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.62,NA,NA,16.02
"284",1e+06,0.00189261744966443,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.62,NA,NA,61.68
"285",22.7,0.00190604026845638,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.61,NA,NA,16.02
"286",1e+06,0.00190604026845638,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.61,NA,NA,61.68
"287",22.7,0.00191946308724832,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.6,NA,NA,16.02
"288",1e+06,0.00191946308724832,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.6,NA,NA,61.68
"289",22.7,0.00193288590604027,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.59,NA,NA,16.02
"290",1e+06,0.00193288590604027,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.59,NA,NA,61.68
"291",22.7,0.00194630872483221,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.58,NA,NA,16.02
"292",1e+06,0.00194630872483221,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.58,NA,NA,61.68
"293",22.7,0.00195973154362416,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.57,NA,NA,16.02
"294",1e+06,0.00195973154362416,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.57,NA,NA,61.68
"295",22.7,0.00197315436241611,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.56,NA,NA,16.02
"296",1e+06,0.00197315436241611,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.56,NA,NA,61.68
"297",22.7,0.00198657718120805,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.55,NA,NA,16.02
"298",1e+06,0.00198657718120805,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.55,NA,NA,61.68
"299",22.7,0.002,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.54,NA,NA,16.02
"300",1e+06,0.002,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,160.54,NA,NA,61.68
